Ajit,51,74,56,37,miser,S
Abhishek,57,60,263,28,geeks,S
Rahul,27,42,2729,45,geeks,S
Tussank,47,77,1694,42,generous,S
Saurav,57,33,2538,37,miser,S
Tim,18,58,2319,47,miser,S
Joe,65,91,3134,11,generous,S
Jimmy,48,52,4429,22,geeks,S
Leonardo,79,51,3220,41,geeks,S
Tom,69,96,4055,12,geeks,S
Eminem,37,65,328,50,miser,S
Sam,58,75,3237,6,miser,S
Lucifer,23,25,1995,44,miser,S
Dante,82,25,2996,29,geeks,S
Adam,82,75,2199,20,geeks,S
Michael,42,64,170,37,geeks,S
Light,55,65,3522,28,miser,S
Kira,76,60,1763,22,generous,S
Walter,77,41,1894,45,generous,S
