Ajit,45,25,900,35,miser,S
Abhishek,14,63,1783,19,generous,S
Rahul,27,50,2442,31,geeks,S
Tussank,61,95,1986,14,generous,S
Saurav,97,46,154,17,generous,S
Tim,10,31,4417,29,geeks,S
Joe,46,31,2214,25,generous,S
Jimmy,10,96,708,49,miser,S
Leonardo,90,52,3112,49,miser,S
Tom,33,96,2936,8,miser,S
Eminem,30,95,4684,46,miser,S
Sam,68,60,516,42,miser,S
Lucifer,60,80,1612,25,generous,S
Dante,41,48,255,17,generous,S
Adam,97,63,2089,34,geeks,S
Michael,88,64,4940,30,generous,S
Light,100,28,1141,49,miser,S
Kira,59,66,2507,41,generous,S
Walter,32,62,2493,49,geeks,S
