Ajit,91,36,3121,40,miser,S
Abhishek,18,81,4819,35,miser,S
Rahul,93,43,4862,9,generous,S
Tussank,82,76,1829,32,generous,S
Saurav,10,73,2210,47,miser,S
Tim,97,86,2126,11,generous,S
Joe,35,95,1902,24,miser,S
Jimmy,41,86,1063,32,miser,S
Leonardo,85,86,1375,18,geeks,S
Tom,78,63,2523,38,generous,S
Eminem,42,61,4233,10,generous,S
Sam,52,92,2544,49,miser,S
Lucifer,81,94,3097,10,geeks,S
Dante,40,65,4161,17,geeks,S
Adam,80,65,3047,11,generous,S
Michael,43,58,1386,6,geeks,S
Light,83,96,1430,42,generous,S
Kira,41,94,361,28,generous,S
Walter,82,96,1410,9,miser,S
