Ajit,59,31,976,39,miser,S
Abhishek,70,66,1537,9,geeks,S
Rahul,99,69,873,50,geeks,S
Tussank,14,29,3317,29,miser,S
Saurav,54,100,821,19,generous,S
Tim,74,98,1713,30,miser,S
Joe,30,81,3778,6,miser,S
Jimmy,43,61,208,20,geeks,S
Leonardo,73,55,2199,11,geeks,S
Tom,68,30,2268,29,geeks,S
Eminem,92,50,4212,44,generous,S
Sam,85,58,3774,41,generous,S
Lucifer,42,53,509,11,generous,S
Dante,25,75,4581,38,geeks,S
Adam,41,53,4273,33,geeks,S
Michael,21,26,4856,11,miser,S
Light,17,99,183,36,miser,S
Kira,89,30,3075,33,miser,S
Walter,37,41,163,20,geeks,S
