Ajit,60,29,4399,16,geeks,S
Abhishek,96,62,2324,40,generous,S
Rahul,58,74,265,33,generous,S
Tussank,72,39,2269,15,geeks,S
Saurav,16,61,3096,34,generous,S
Tim,83,29,153,37,geeks,S
Joe,98,43,3116,22,geeks,S
Jimmy,74,96,3678,23,geeks,S
Leonardo,52,95,3945,12,geeks,S
Tom,39,39,2755,18,miser,S
Eminem,77,96,2793,32,geeks,S
Sam,68,55,509,24,generous,S
Lucifer,36,31,4576,43,miser,S
Dante,98,84,3024,34,geeks,S
Adam,96,27,3513,19,generous,S
Michael,45,99,2317,50,generous,S
Light,16,30,4162,49,miser,S
Kira,51,38,2575,14,miser,S
Walter,10,33,448,29,generous,S
