Ajit,67,83,2792,33,miser,S
Abhishek,80,99,443,6,generous,S
Rahul,22,40,3698,30,generous,S
Tussank,88,98,3108,19,generous,S
Saurav,87,59,4913,42,miser,S
Tim,16,71,4851,28,geeks,S
Joe,50,30,996,13,miser,S
Jimmy,39,44,2141,7,miser,S
Leonardo,73,47,4082,30,miser,S
Tom,68,85,4411,43,generous,S
Eminem,43,67,4033,30,miser,S
Sam,48,36,2228,27,miser,S
Lucifer,11,97,3333,36,geeks,S
Dante,50,55,1610,14,miser,S
Adam,78,58,1286,40,generous,S
Michael,33,24,980,22,generous,S
Light,14,54,2645,32,miser,S
Kira,68,66,2499,25,generous,S
Walter,17,67,1006,20,miser,S
