Ajit,32,46,3208,6,generous,S
Abhishek,66,38,81,9,geeks,S
Rahul,87,59,3267,48,generous,S
Tussank,58,69,1494,48,miser,S
Saurav,69,24,756,11,geeks,S
Tim,14,74,3545,8,generous,S
Joe,49,91,348,26,miser,S
Jimmy,84,97,704,46,generous,S
Leonardo,72,25,4550,49,geeks,S
Tom,84,98,1218,17,geeks,S
Eminem,91,28,3857,34,miser,S
Sam,27,38,2794,46,geeks,S
Lucifer,90,25,3852,37,miser,S
Dante,66,57,2700,32,geeks,S
Adam,55,44,2559,29,generous,S
Michael,68,73,240,29,generous,S
Light,83,100,4150,44,geeks,S
Kira,72,24,1659,50,geeks,S
Walter,53,96,906,24,miser,S
