Ajit,64,53,1256,37,generous,S
Abhishek,68,44,3308,34,miser,S
Rahul,47,67,3682,37,generous,S
Tussank,35,71,2286,42,geeks,S
Saurav,73,89,726,11,geeks,S
Tim,91,57,3998,26,generous,S
Joe,62,87,1816,22,geeks,S
Jimmy,84,69,3564,39,geeks,S
Leonardo,80,60,424,36,geeks,S
Tom,88,58,4354,46,generous,S
Eminem,42,95,3512,8,generous,S
Sam,52,68,3381,44,miser,S
Lucifer,71,40,4204,25,geeks,S
Dante,43,80,3284,12,geeks,S
Adam,23,95,3698,40,geeks,S
Michael,24,39,2130,45,miser,S
Light,14,37,220,42,generous,S
Kira,51,87,693,14,geeks,S
Walter,40,95,4312,35,generous,S
