Ajit,98,58,4204,28,generous,S
Abhishek,86,85,2457,50,generous,S
Rahul,87,73,1928,16,geeks,S
Tussank,77,57,3907,24,miser,S
Saurav,39,95,4294,48,geeks,S
Tim,89,66,324,29,generous,S
Joe,13,83,1000,25,generous,S
Jimmy,100,36,3559,48,generous,S
Leonardo,100,74,1642,39,geeks,S
Tom,95,79,744,33,generous,S
Eminem,22,62,4332,10,geeks,S
Sam,17,41,1487,21,generous,S
Lucifer,29,71,878,40,miser,S
Dante,65,86,4353,31,generous,S
Adam,32,53,3428,47,geeks,S
Michael,40,60,3656,37,geeks,S
Light,21,67,2875,22,geeks,S
Kira,92,91,1001,13,generous,S
Walter,61,68,300,16,miser,S
